timestamps,pos_com_hist,pos_clear_hist,angmom_wb_hist
122.2539947,[-1.84241224  2.76589393  1.52651291],[-1.84923934  2.60895722  0.98373825],[ 0.0232046   0.31286073 -0.16022753]
122.3399704,[-1.83682959  2.93513192  1.52219754],[-1.85043695  2.77844967  0.98564479],[-0.01014288  0.01971875 -0.19681185]
122.4259703,[-1.82812802  3.09984011  1.52181302],[-1.84690359  2.94392407  0.98721803],[-0.03803305  0.12117598 -0.1819945 ]
122.5119674,[-1.81678327  3.26065376  1.52311836],[-1.83908306  3.10401934  0.98931736],[-0.07129377  0.1939184  -0.207521  ]
122.5979617,[-1.8027869   3.41564525  1.52354685],[-1.82843818  3.25682488  0.99130159],[-0.22234414 -0.01303527 -0.3655785 ]
122.6839855,[-1.78759329  3.56349641  1.52353999],[-1.81248396  3.40172146  0.99142599],[-0.16402566  0.05630219 -0.15443054]
122.7700016,[-1.77383474  3.70611143  1.525306  ],[-1.79256246  3.54258416  0.99265536],[0.02077943 0.07702606 0.24550668]
122.8559713,[-1.76288319  3.83849551  1.52552095],[-1.77621585  3.67531461  0.9925359 ],[ 0.0531576  -0.0100723   0.16333562]
122.941972,[-1.75316297  3.9628394   1.5303945 ],[-1.7635812   3.80558686  0.99320996],[ 0.05651485 -0.56196168  0.11879602]
123.0279729,[-1.74397995  4.08757527  1.53658091],[-1.75218804  3.94441973  0.99080952],[ 0.05507141 -0.309316    0.03993509]
123.1140125,[-1.73468527  4.21790349  1.53670842],[-1.74322401  4.08591045  0.98977255],[ 0.07347578 -0.14799311  0.05517675]
123.1999981,[-1.724113    4.36362819  1.53504377],[-1.73432681  4.2409112   0.98895032],[ 0.07000415 -0.34095846  0.03757731]
123.2859771,[-1.71207681  4.52442318  1.52996277],[-1.72512068  4.40161515  0.99055585],[0.08095569 0.16387253 0.00888268]
123.3719952,[-1.69743829  4.70314414  1.53329961],[-1.7152598   4.57467546  0.97934452],[0.13732472 3.28641864 0.0349869 ]
123.4579718,[-1.6816632   4.8872299   1.48783956],[-1.70642283  4.85700405  0.75596935],[ 0.14463769 -2.65652631 -0.02578615]
123.5439992,[-1.66028126  5.16981004  1.39254823],[-1.69883579  5.15360717  0.41663294],[-0.02350427 -3.96900133 -0.03622615]
123.6299965,[-1.66348106  5.15567241  1.03688841],[-1.69003101  5.38891362  0.06025937],[-0.18019339  0.88739134  0.08815645]
123.7159662,[-1.64770153  5.37995955  0.80796065],[-1.69144388  5.36495383 -0.01525993],[ 0.6388538   2.74089252 -0.01850878]
123.8020031,[-1.61950314  5.58999552  0.66990862],[-1.68255628  5.42185941 -0.00882534],[ 0.32824019  0.62954722 -0.11569778]
123.8879983,[-1.58061527  5.74172364  0.58626854],[-1.65899766  5.58960878 -0.00668504],[-0.49141135  0.34247192 -1.01915551]
123.9739697,[-1.52732443  5.90120711  0.52764561],[-1.61563163e+00  5.75937478e+00 -5.21361781e-03],[-0.94213483 -0.57407682 -1.56412544]
124.0599673,[-1.47240042  6.05181589  0.50854738],[-1.55491311e+00  5.90200503e+00 -3.51104242e-03],[-0.7441489  -0.35361594 -0.33362002]
124.1459606,[-1.4258129   6.19879582  0.51394559],[-1.48295294e+00  6.02505461e+00 -3.19658792e-04],[-0.2401713   0.24776102  0.65354039]
124.2319961,[-1.38779613  6.34322263  0.51866759],[-1.41883439e+00  6.15531341e+00  2.13539432e-03],[-0.1109253  -0.1521951   0.64095936]
124.3179758,[-1.35868707  6.4838349   0.51382879],[-1.36791367e+00  6.28983719e+00  4.29564250e-04],[-0.06879259 -0.22083556  0.52007093]
124.4039726,[-1.34071476  6.62188908  0.51101491],[-1.32951924e+00  6.42511413e+00 -8.73021215e-04],[-0.05037604 -0.10350224  0.53439555]
124.489964,[-1.33417664  6.75778258  0.50980904],[-1.30329993e+00  6.55973756e+00 -1.23500558e-03],[-0.05515461 -0.03181925  0.54252011]
124.5759578,[-1.34021195  6.89248867  0.50782618],[-1.28832253e+00  6.69422341e+00 -1.49273642e-03],[-0.00842332 -0.08672942  0.63891912]
124.6619635,[-1.36035182  7.02508869  0.50683944],[-1.28624041e+00  6.83095030e+00 -1.43336711e-03],[ 0.03285121 -0.1305277   0.71374547]
124.7479682,[-1.39443313  7.15651692  0.50579006],[-1.29877960e+00  6.96984058e+00 -1.29100079e-03],[ 0.04967236 -0.09936987  0.73780713]
124.8339708,[-1.44050981  7.28553251  0.50589572],[-1.32740337e+00  7.10958922e+00 -1.11350798e-03],[ 0.08124335 -0.20620699  0.76395973]
124.9199758,[-1.50001038  7.41160473  0.50583257],[-1.37149565e+00  7.24942747e+00 -1.37018199e-03],[ 0.09912647 -0.2310617   0.7481828 ]
125.0059729,[-1.5741313   7.53134134  0.50539028],[-1.43203046e+00  7.38432387e+00 -2.03344797e-03],[ 0.07111555 -0.08297416  0.65232765]
125.0919702,[-1.65876107  7.64612726  0.50595853],[-1.50581127e+00  7.51317446e+00 -1.35892776e-03],[ 0.05792118 -0.11314191  0.6383023 ]
125.1779695,[-1.75484327  7.75305038  0.50585126],[-1.59314405e+00  7.63607934e+00 -1.84879910e-03],[ 0.07268392 -0.20021024  0.65831404]
125.2639711,[-1.86177113  7.849439    0.50553988],[-1.69250919e+00  7.74972207e+00 -2.58987901e-03],[ 0.06001914 -0.1838379   0.64606462]
125.3499763,[-1.97825197  7.93665665  0.50625429],[-1.80338201e+00  7.85448487e+00 -2.30371389e-03],[ 0.06514721 -0.14654238  0.63887988]
125.4359922,[-2.10433669  8.01193519  0.50677954],[-1.92382454e+00  7.94733175e+00 -1.73917157e-03],[ 0.06477386 -0.17627723  0.6592893 ]
125.5220015,[-2.23832437  8.07551028  0.50749896],[-2.05364671e+00  8.02932375e+00 -9.79471394e-04],[ 0.05751603 -0.07849207  0.63729144]
125.6079967,[-2.38024517  8.12517521  0.50923584],[-2.19308881e+00  8.09779927e+00  2.52300296e-04],[ 0.0560027  -0.07052983  0.6706774 ]
125.6940155,[-2.52798616  8.16221071  0.5102988 ],[-2.34238655e+00  8.15476692e+00 -5.84237055e-04],[ 0.08912395 -0.18556002  0.7016851 ]
125.7800086,[-2.68265766  8.18351433  0.51015055],[-2.50092084e+00  8.19653602e+00 -1.07535275e-03],[ 0.11798529 -0.21933819  0.72347504]
125.8659589,[-2.8418656   8.19024303  0.51024969],[-2.66673488e+00  8.22182261e+00 -1.68926108e-03],[ 0.17118118 -0.25065169  0.72758509]
125.9519956,[-3.00708752  8.18290885  0.50983127],[-2.83826567e+00  8.23042626e+00 -2.10458600e-03],[ 0.21490221 -0.01531819  0.7138413 ]
126.0379958,[-3.17431351  8.16200532  0.51121732],[-3.01275264e+00  8.22311922e+00 -1.99905118e-03],[ 0.23114698 -0.04108559  0.66139013]
126.1240005,[-3.33857503  8.13016436  0.51224923],[-3.18257258e+00  8.20167339e+00 -1.44117048e-03],[ 0.20938908 -0.04093005  0.59284169]
126.2099774,[-3.49495506  8.08900064  0.50801533],[-3.34410281e+00  8.16797229e+00 -3.10852787e-03],[0.1897505  0.06832676 0.51293662]
126.2959778,[-3.64225779  8.0403975   0.4986919 ],[-3.49517533e+00  8.12330002e+00 -3.05714978e-03],[ 0.05131363 -0.4359105   0.13774244]
126.3819721,[-3.77514235  7.98690282  0.48758909],[-3.63280408e+00  8.07156450e+00 -6.89209323e-03],[-0.00747467 -0.14331118  0.27025589]
126.4679692,[-3.89251762  7.92768431  0.4889749 ],[-3.75720235e+00  8.02149761e+00 -7.51152915e-03],[0.09648667 0.29269332 0.62306552]
126.5539711,[-3.99440525  7.86321737  0.49136417],[-3.8687773   7.96734594 -0.00861494],[ 0.07180722 -0.05412806  0.56163725]
126.6399677,[-4.08464258  7.79569182  0.49125906],[-3.96890017  7.90920315 -0.00921529],[ 0.07970835 -0.08392193  0.55176672]
126.7259703,[-4.16291727  7.72250088  0.49181071],[-4.05815464  7.84405889 -0.00985466],[ 0.06726124 -0.04219861  0.52315563]
126.811985,[-4.23196332  7.64573604  0.492764  ],[-4.13873354  7.77468415 -0.01014499],[ 0.06061777 -0.1092227   0.5587826 ]
126.8979733,[-4.29196331  7.5663916   0.4934397 ],[-4.21172503  7.70215519 -0.01062854],[ 0.09464106 -0.09317216  0.62775329]
126.9839711,[-4.344668    7.48241382  0.4947655 ],[-4.27812189  7.62420768 -0.01102382],[ 0.11805275 -0.17085285  0.67948184]
127.0699761,[-4.38982021  7.39535524  0.49523312],[-4.33745681  7.54190796 -0.01167341],[ 0.13687747 -0.06298819  0.65534874]
127.1559727,[-4.42542805  7.30249722  0.49560786],[-4.38712142  7.45255246 -0.01241447],[ 0.14752981 -0.09994968  0.66352717]
127.2419753,[-4.4543373   7.20754018  0.49670551],[-4.42819341  7.36087913 -0.012349  ],[ 0.17101554 -0.00350706  0.62571479]
127.3279836,[-4.47647048  7.10724852  0.49831272],[-4.46024662  7.26263985 -0.01184484],[0.14160106 0.02349629 0.4770964 ]
127.4139733,[-4.49366109  7.00134353  0.49940058],[-4.48515082  7.1577296  -0.01163708],[0.12688013 0.03334884 0.40461178]
127.4999695,[-4.50805705  6.88971415  0.5006067 ],[-4.50518077  7.04701881 -0.01107512],[0.11963133 0.00829675 0.34832643]
127.5859733,[-4.51953176  6.77067194  0.50162301],[-4.51944023  6.92953116 -0.01032842],[0.10471867 0.02822456 0.25470657]
127.6720006,[-4.52889755  6.64575501  0.50299906],[-4.53010996  6.80490526 -0.00974668],[ 0.07789074 -0.01539131  0.15790885]
127.7579908,[-4.5361016   6.51359723  0.50316237],[-4.53756525  6.67277369 -0.01009857],[0.05597902 0.10984761 0.06293308]
127.8440006,[-4.54163375  6.37530383  0.50396419],[-4.54306552  6.534359   -0.00982216],[0.03652631 0.0920175  0.04843051]
127.9300072,[-4.5460738   6.2309252   0.50463898],[-4.54782179  6.39088901 -0.00890829],[0.03131122 0.12060047 0.04314628]
128.0159819,[-4.54974338  6.08197302  0.50552685],[-4.5520315   6.24357007 -0.00742973],[0.02996787 0.10760186 0.04865109]
128.1019666,[-4.55190894  5.92992397  0.50626927],[-4.55470141  6.09274147 -0.0063118 ],[0.03088952 0.08618123 0.05588653]
128.1879952,[-4.55379494  5.77667763  0.50756517],[-4.55682739e+00  5.94114495e+00 -4.55311109e-03],[0.02495753 0.04443984 0.04737883]
128.2739637,[-4.55409325  5.62201087  0.5082716 ],[-4.55754813e+00  5.78602045e+00 -4.50492141e-03],[0.02958577 0.04796955 0.03770051]
128.3600016,[-4.55562963  5.46767714  0.5077072 ],[-4.55854151e+00  5.63126156e+00 -5.51277061e-03],[0.02703871 0.05554713 0.02899092]
128.4459972,[-4.55727017  5.3125186   0.50809103],[-4.55920049e+00  5.47645522e+00 -5.31441508e-03],[0.02718851 0.04319336 0.01563917]
128.5319977,[-4.55806182  5.15643948  0.50800955],[-4.55883149  5.32020828 -0.00577051],[0.02782183 0.07306567 0.00372492]
128.6180074,[-4.56077399  5.00017204  0.50940154],[-4.55983793e+00  5.16483003e+00 -4.64984402e-03],[ 0.03780419  0.08226757 -0.00486907]
128.7049708,[-4.56381824  4.84344277  0.51080602],[-4.56041573e+00  5.00932172e+00 -3.43209239e-03],[ 0.02830411  0.04918651 -0.02033844]
128.7909744,[-4.56886219  4.68658838  0.51171997],[-4.56290435e+00  4.85290433e+00 -2.83827599e-03],[ 0.01968048  0.08215992 -0.04666169]
128.8769703,[-4.57350006  4.5282671   0.51226027],[-4.56520425e+00  4.69504013e+00 -2.42249907e-03],[ 0.00389525  0.08262935 -0.06994667]
128.9629729,[-4.57984615  4.36907475  0.51356539],[-4.56916316e+00  4.53675672e+00 -1.27986114e-03],[-0.00497471  0.13778708 -0.08036546]
129.0489738,[-4.58738832  4.20787569  0.51415706],[-4.57463477e+00  4.37606803e+00 -6.32284180e-04],[-0.01537368  0.10179875 -0.08484217]
129.1349754,[-4.59624618  4.04513572  0.51494716],[-4.58182821e+00  4.21317571e+00  1.02737543e-04],[-0.02381127  0.13516947 -0.09591664]
129.2209735,[-4.60626038  3.88016299  0.51609643],[-4.59095192e+00  4.04765313e+00  5.14971174e-04],[-0.04195295  0.11334677 -0.09679774]
129.3069715,[-4.61770041  3.71322445  0.5159837 ],[-4.60210285e+00  3.87977332e+00 -2.72007732e-04],[-0.04815911  0.17848077 -0.05952105]
129.3969722,[-4.63023978  3.53347227  0.51694282],[-4.61543571e+00  3.70014606e+00  3.91679697e-04],[-0.03160329  0.1895101   0.00264729]
129.4829762,[-4.64188317  3.36460253  0.51725394],[-4.62827255e+00  3.53085171e+00  5.48249210e-04],[-0.02001288  0.10808059 -0.00374237]
129.5689697,[-4.65397857  3.1943875   0.51663497],[-4.64129949e+00  3.36031673e+00  3.00104846e-04],[-0.00187508  0.07778693  0.00769261]
129.6549714,[-4.66553825  3.02746598  0.51767921],[-4.65359258e+00  3.19357856e+00  1.28835715e-03],[0.00568488 0.10394273 0.01810573]
129.740972,[-4.67723156  2.86345173  0.51761589],[-4.66582717e+00  3.02939928e+00  1.86701692e-03],[-0.00082573  0.07515137  0.01776942]
129.8269758,[-4.6882786   2.70319981  0.51701508],[-4.67703954e+00  2.86986257e+00  2.65456707e-03],[-0.00020087  0.16459124  0.00067364]
129.912967,[-4.69933994  2.5466076   0.51798567],[-4.68802792e+00  2.71426380e+00  4.09954717e-03],[-0.00786462  0.14831873 -0.00383489]
129.9989719,[-4.71005535  2.39173379  0.51830892],[-4.69880597e+00  2.55969434e+00  4.55848419e-03],[-0.01212031  0.07930877 -0.02348026]
130.0849814,[-4.72087186  2.2369348   0.51890044],[-4.70971362  2.40480978  0.00508997],[-0.01571931  0.10367269 -0.02388044]
130.1709709,[-4.73145228  2.08178249  0.51957041],[-4.72124572  2.24879647  0.00530816],[-0.03052699  0.07849367 -0.00747213]
130.2569718,[-4.74124377  1.92520939  0.51933085],[-4.73254016e+00  2.09039945e+00  4.45070024e-03],[-0.02403908  0.07241929  0.03294362]
130.342977,[-4.75039144  1.76678852  0.51986079],[-4.74392745  1.93144949  0.00483383],[-0.01032958  0.0760833   0.06947504]
130.4289787,[-4.75805297  1.60680911  0.52014843],[-4.75359941  1.7709252   0.00490982],[0.00157724 0.10341557 0.0668525 ]
130.5149753,[-4.76442663  1.44459708  0.52056305],[-4.76183621  1.6084892   0.00523753],[0.01094135 0.09653914 0.05968467]
130.6009963,[-4.77012256  1.2802334   0.5220748 ],[-4.76882364  1.44420184  0.00671305],[0.00879239 0.06138608 0.05899548]
130.6869705,[-4.77505147  1.11362246  0.52299016],[-4.77468769  1.27692972  0.00712997],[0.0051691  0.04168166 0.03513255]
130.7729719,[-4.77915164  0.94504544  0.52389627],[-4.7796034   1.10797533  0.00778788],[0.00056369 0.11165396 0.04025345]
130.8589709,[-4.78201023  0.77425578  0.52494454],[-4.78344871  0.93790014  0.00916753],[-0.00048714  0.21862795  0.04110463]
130.9449713,[-4.78372783  0.60308666  0.52583198],[-4.78636652  0.7674175   0.01037778],[0.01609435 0.13957747 0.07920735]
131.0309708,[-4.78439174  0.4333737   0.52725756],[-4.78787112  0.59907562  0.01230942],[0.03045684 0.09364777 0.07296206]
131.1169715,[-4.78410039  0.26688171  0.52861597],[-4.78810109  0.43247403  0.01312426],[0.03979727 0.07927257 0.05807553]
131.2029762,[-4.78363506  0.10465736  0.52597089],[-4.78698096  0.26798718  0.01363538],[-0.19952742 -0.01758529 -0.57185412]
131.2889707,[-4.78395827 -0.05194477  0.52467757],[-4.7869593   0.10602406  0.01400712],[-0.28963599  0.12185023 -0.23597363]
131.3749712,[-4.77928242 -0.20151305  0.52594233],[-4.79570297 -0.04643852  0.01591726],[-0.13576679  0.12762443  0.30304441]
131.460973,[-4.76831534 -0.34451594  0.5260461 ],[-4.80013542 -0.19327211  0.01694603],[-0.14312626  0.02287389  0.25069146]
131.5469708,[-4.74968542 -0.48157859  0.52669068],[-4.79737652 -0.33574804  0.01828015],[-0.12433853 -0.01170028  0.35060454]
131.632978,[-4.72186566 -0.61343894  0.52795487],[-4.78802694 -0.47548387  0.01913906],[-0.08056531 -0.02784052  0.50342283]
131.7189748,[-4.68404876 -0.74055388  0.52792876],[-4.76925609 -0.61345374  0.01913558],[-0.05558772 -0.09165034  0.56233419]
131.8049719,[-4.63505551 -0.86395271  0.52852838],[-4.73916049 -0.74840288  0.02015232],[-0.038097   -0.04907594  0.631372  ]
131.890974,[-4.57287863 -0.98287302  0.53156551],[-4.69617579 -0.88222716  0.02211772],[ 0.02300434 -0.09349802  0.73836219]
131.9769742,[-4.49779059 -1.09775603  0.53308264],[-4.63808099 -1.01320564  0.0236467 ],[ 0.05040366 -0.17140219  0.74383347]
132.0629745,[-4.41060471 -1.20587008  0.53292366],[-4.56483479 -1.13900024  0.02430055],[ 0.06851099 -0.16647707  0.74164234]
132.1489761,[-4.31162201 -1.30580235  0.53348255],[-4.47714136 -1.2568203   0.0254744 ],[ 0.0608273  -0.18215865  0.69947012]
132.2349896,[-4.2010947  -1.39640986  0.5330844 ],[-4.3747652  -1.36724046  0.02502415],[ 0.06819164 -0.16240287  0.69391241]
132.3209753,[-4.08039563 -1.47633711  0.53298389],[-4.26061688 -1.46694758  0.02494528],[ 0.06573317 -0.16101688  0.71248613]
132.4069815,[-3.94983774 -1.54429792  0.53322799],[-4.13435867 -1.55587604  0.02481561],[ 0.07178768 -0.17659631  0.69885907]
132.4929745,[-3.81084875 -1.59966207  0.53326161],[-3.99621561 -1.63258312  0.02406137],[ 0.08093312 -0.258366    0.7388553 ]
132.578974,[-3.66353248 -1.64172885  0.5334605 ],[-3.846432   -1.69494701  0.02346425],[ 0.11989517 -0.215102    0.76447669]
132.6649699,[-3.50743393 -1.67000005  0.53464907],[-3.6849844  -1.7418579   0.02324161],[ 0.18335536 -0.27185208  0.79950097]
132.7509708,[-3.34287443 -1.6850426   0.53538734],[-3.51462365 -1.77031648  0.02289302],[0.22538332 0.0091909  0.76435844]
132.8369694,[-3.17405559 -1.68536728  0.53814591],[-3.34029298 -1.7793519   0.02447712],[ 0.26318562 -0.07491892  0.69588687]
132.9229617,[-3.00744153 -1.67273984  0.53928539],[-3.16882056 -1.77039987  0.02514519],[ 0.27298358 -0.13646675  0.62842951]
133.0091143,[-2.84691353 -1.65067224  0.53507606],[-3.00460797 -1.74737198  0.02598032],[0.18009141 0.37584988 0.40775416]
133.0949636,[-2.6949745  -1.62188712  0.52639983],[-2.85154137 -1.71693788  0.02621315],[ 0.04577397 -0.49048172  0.12763929]
133.180999,[-2.56192159 -1.5870696   0.52198142],[-2.71573588 -1.68513608  0.02351845],[0.05827761 0.26287626 0.28784278]
133.2669594,[-2.44895954 -1.54776639  0.52820958],[-2.59938191 -1.65333233  0.02554456],[ 0.11581419 -0.06980875  0.48559335]
133.3529975,[-2.35275412 -1.50505914  0.53011359],[-2.4974513  -1.61831819  0.02577513],[ 0.16246467 -0.00878544  0.6634922 ]
133.4389932,[-2.27329074 -1.45953707  0.53362697],[-2.41033707 -1.58002878  0.02549808],[0.1691427  0.0633251  0.61747633]
133.5249925,[-2.20656384 -1.41328455  0.53533498],[-2.33601568 -1.53872737  0.02442242],[ 0.16212601 -0.05041883  0.54244817]
133.6109772,[-2.15058881 -1.36684182  0.53674704],[-2.2728969  -1.49648456  0.02318798],[ 0.12561292 -0.04431299  0.48032858]
133.69697,[-2.10274368 -1.31988703  0.53633164],[-2.21801976 -1.45424613  0.02198521],[ 0.09417633 -0.00521229  0.4281276 ]
133.7829759,[-2.06115041 -1.2726319   0.53527061],[-2.16996057 -1.41196047  0.02089679],[0.07792224 0.02074494 0.40651439]
133.8689699,[-2.02558882 -1.22509698  0.53567865],[-2.12764544 -1.36983552  0.02079892],[0.07062472 0.03075113 0.40620442]
133.9549687,[-1.99525793 -1.17669063  0.53522985],[-2.08971063 -1.32712136  0.01997965],[0.06670274 0.01014565 0.42429168]
134.0409703,[-1.96948677 -1.12768311  0.53453794],[-2.05537904 -1.28382557  0.0192291 ],[0.05389373 0.02847819 0.42239049]
134.1269717,[-1.94687555 -1.07756505  0.53419057],[-2.02387673 -1.23891554  0.01861203],[0.04951067 0.06693538 0.41726986]
134.2129769,[-1.92794663 -1.02532075  0.5345106 ],[-1.99531254 -1.19138079  0.01805672],[0.04276956 0.08481633 0.46284981]
134.2989705,[-1.91151527 -0.96961581  0.53400572],[-1.96841094 -1.14006558  0.01748474],[ 0.04929721 -0.00906834  0.46761558]
134.3849702,[-1.89706315 -0.90952614  0.53308786],[-1.94297207 -1.08271644  0.01646352],[ 0.09833383 -0.01445404  0.49434851]
134.4709704,[-1.88478849 -0.8442476   0.53217564],[-1.91988245 -1.01880184  0.01547536],[0.10896773 0.01085393 0.48618013]
134.5569701,[-1.87420177 -0.77377819  0.5313611 ],[-1.9002198  -0.94815435  0.01434506],[ 0.09019462 -0.04718418  0.41241629]
134.6429849,[-1.86522632 -0.69832844  0.5300282 ],[-1.88427306 -0.87197088  0.01262165],[ 0.06731701 -0.00592014  0.32239183]
134.7289848,[-1.85778295 -0.61877478  0.52929271],[-1.87116835 -0.79097384  0.01131528],[0.05637121 0.0148269  0.27906544]
134.8149757,[-1.8516989  -0.53662666  0.52859142],[-1.86111771 -0.7077259   0.01025829],[0.03879149 0.04284128 0.18779366]
134.9009938,[-1.84677523 -0.45262744  0.52743384],[-1.85371751 -0.62266803  0.0088008 ],[ 0.02534467 -0.00494339  0.12666657]
134.9869785,[-1.84271983 -0.36729312  0.52699515],[-1.84814057 -0.53709649  0.00836099],[0.01138113 0.03509029 0.08262176]
135.0729742,[-1.83950076 -0.2805573   0.52531009],[-1.8434721  -0.4493029   0.00647186],[0.01993974 0.0425898  0.08408986]
135.1589711,[-1.83716878 -0.19222677  0.52458734],[-1.83974025 -0.36061291  0.0058008 ],[ 0.0231374  -0.00463338  0.09665721]
135.2449708,[-1.83570181 -0.10162224  0.52267788],[-1.83699939 -0.26976381  0.00436266],[0.0265028  0.03103969 0.07960441]
